                                                                                
CH3CHCHCHO         1   357.000     5.180     0.000     0.000     1.000
                                                                                
C6H                1   357.000     5.180     0.000     0.000     1.000          
C6H2               1   357.000     5.180     0.000     0.000     1.000          
C6H3               2   357.000     5.180     0.000     0.000     1.000  !       
l-C6H4             2   412.300     5.349     0.000     0.000     1.000  !(JAM)  
nC6H5              2   412.300     5.349     0.000     0.000     1.000  !(JAM)  
i-C6H5             2   412.300     5.349     0.000     0.000     1.000  !(JAM)  
l-C6H6             2   412.300     5.349     0.000     0.000     1.000  !(SVE)  
n-C6H7             2   412.300     5.349     0.000     0.000     1.000  !(JAM)  
i-C6H7             2   412.300     5.349     0.000     0.000     1.000  !(JAM)  
C6H8               2   412.300     5.349     0.000     0.000     1.000  !(JAM)  
                                                                                
HE                 0    10.200     2.576     0.000     0.000     0.000 ! *      
H                  0   145.000     2.050     0.000     0.000     0.000          
H2                 1    38.000     2.920     0.000     0.790   280.000          
H2O                2   572.400     2.605     1.844     0.000     4.000          
H2O2               2   107.400     3.458     0.000     0.000     3.800          
HO2                2   107.400     3.458     0.000     0.000     1.000 ! *      
N2                 1    97.530     3.621     0.000     1.760     4.000          
O                  0    80.000     2.750     0.000     0.000     0.000          
O2                 1   107.400     3.458     0.000     1.600     3.800          
OH                 1    80.000     2.750     0.000     0.000     0.000
OH*                1    80.000     2.750     0.000     0.000     0.000          
                                                                                
                                                                                
The Lennard-Jones parameters of polycyclic aromatic hydrocarbons were estimated 
based on the critical temperature and pressure. See H. Wang and M. Frenklach,   
"Transport Properties of Polycyclic Aromatic Hydrocarbons for Flame Modeling."  
Combustion and Flame, 96:163-170 (1994)                                         
                                                                                
c-C6H4             2   464.8       5.29      0.00     10.32      0.000  !  benze
C6H6               2   464.8       5.29      0.00     10.32      0.000  !  benze
C6H5               2   464.8       5.29      0.00     10.32      0.000  !  benze
C6H5CH3            2   495.3       5.68      0.43     12.30      1.000  !
C6H5C2H3           2   546.2       6.00      0.13     15.00      1.000  !
C6H5CH2            2   495.3       5.68      0.43     12.30      1.000  !
C6H5C2H            2   535.6       5.72      0.77     12.00      1.000  !
A2                 2   630.4       6.18      0.00     16.50      1.000  !
c-C6H7             2   464.8       5.29      0.00     10.32      0.000  !  benze
C5H4O              2   464.8       5.29      0.00     10.32      0.000  !  benze
C5H5O              2   464.8       5.29      0.00     10.32      0.000  !  benze
C5H4OH             2   464.8       5.29      0.00     10.32      0.000  !  benze
C6H5O              2   464.8       5.29      0.00     10.32      0.000  !  benze
C6H5OH             2   464.8       5.29      0.00     10.32      0.000  !  benze

aC3H5              2   266.800     4.982     0.000     0.000     1.000
CH3CCH2            2   266.800     4.982     0.000     0.000     1.000
CH3CHCH            2   266.800     4.982     0.000     0.000     1.000
C3H6               2   266.800     4.982     0.000     0.000     1.000
C3H7               2   266.800     4.982     0.000     0.000     1.000
C4H6               2   357.000     5.180     0.000     0.000     1.000
iC3H7              2   266.800     4.982     0.000     0.000     1.000
nC3H7              2   266.800     4.982     0.000     0.000     1.000
C3H8               2   266.800     4.982     0.000     0.000     1.000
C4H                1   357.000     5.180     0.000     0.000     1.000
C4H2               1   357.000     5.180     0.000     0.000     1.000
C4H2OH             2   224.700     4.162     0.000     0.000     1.000 ! *
iC4H5              2   357.000     5.176     0.000     0.000     1.000
C4H6               2   357.000     5.176     0.000     0.000     1.000
C4H7               2   357.000     5.176     0.000     0.000     1.000
iC4H7              2   357.000     5.176     0.000     0.000     1.000
C4H81              2   357.000     5.176     0.000     0.000     1.000
C4H82              2   357.000     5.176     0.000     0.000     1.000
iC4H8              2   357.000     5.176     0.000     0.000     1.000
tC4H9              2   357.000     5.176     0.000     0.000     1.000
iC4H9              2   357.000     5.176     0.000     0.000     1.000
pC4H9              2   357.000     5.176     0.000     0.000     1.000
sC4H9              2   357.000     5.176     0.000     0.000     1.000
C4H10              2   357.000     5.176     0.000     0.000     1.000
iC4H10             2   357.000     5.176     0.000     0.000     1.000
CH3COCH3           2   357.000     5.176     0.000     0.000     1.000
C2H3CHO            2   357.000     5.176     0.000     0.000     1.000
iC4H7O             2   450.000     5.500     0.000     0.000     1.000 ! JAM
CH3CHO             2   436.000     3.970     0.000     0.000     2.000
CH3CO              2   436.000     3.970     0.000     0.000     2.000

C5H7               1   357.000     5.180     0.000     0.000     1.000
C6H5CH2O           2   572         5.82      1.7       0.0       1.0
C5H5O(2,4)         2   494         5.2       1.6       0.0       1.0
C5H5O(1,2)         2   494         5.2       1.6       0.0       1.0
C5H5O(1,3)         2   494         5.2       1.6       0.0       1.0
C4H5               2   329         5.1       0.0       0.0       1.0
c-C4H5             2   329         5.1       0.0       0.0       1.0
C6H5CO             2   593         5.5       2.8       0.0       1.0
C6H5CHO            2   593         5.47      2.8       0.0       1.0
C6H5C2H5           2   485         5.425     0.4       0.0       1.0
C6H4O2             2   485         5.425     0.4       0.0       1.0
HOC6H4CH3          2   567         5.60      1.6       0.0       1.0
C6H5CH2OH          2   572         5.82      1.7       0.0       1.0
bi-C6H5CH2         2   620         7.24      0.0       0.0       1.0
C5H5OH             2   464.800     5.290     0.000    10.320     0.000  !  as C5H4OH, ZD99
C5H4OH             2   464.800     5.290     0.000    10.320     0.000  !  benze
o-C6H4             2   464.8       5.29      0.00     10.32      0.000  !  benze
C6H5C6H5           2   676.5       6.31      0.00     20.00      1.000  !  biphe
OC6H4CH3           2   567         5.6       1.6       0.0       1.000
C10H8              2   630.4       6.18      0.00     16.50      1.000  !  naphthalene
C6H4CH3            2   495.3       5.68      0.43     12.30      1.000  !

NC12H26            2   789.980     7.047     0.000     0.000     1.000  !  n-dodecane
PXC12H25           2   789.980     7.047     0.000     0.000     1.000  !  
SXC12H25           2   789.980     7.047     0.000     0.000     1.000  !  
S2XC12H25          2   789.980     7.047     0.000     0.000     1.000  !  
S3XC12H25          2   789.980     7.047     0.000     0.000     1.000  !  
S4XC12H25          2   789.980     7.047     0.000     0.000     1.000  !  
S5XC12H25          2   789.980     7.047     0.000     0.000     1.000  !  
C12H24             2   775.294     7.090     0.000     0.000     1.000  !  1-dodecene
PXC12H23           2   775.294     7.090     0.000     0.000     1.000  !  
NC11H24            2   750.460     6.834     0.000     0.000     1.000  !  n-undecane
PXC11H23           2   750.460     6.834     0.000     0.000     1.000  !  
SXC11H23           2   750.460     6.834     0.000     0.000     1.000  !  
S2XC11H23          2   750.460     6.834     0.000     0.000     1.000  !  
S3XC11H23          2   750.460     6.834     0.000     0.000     1.000  !  
S4XC11H23          2   750.460     6.834     0.000     0.000     1.000  !  
S5XC11H23          2   750.460     6.834     0.000     0.000     1.000  !  
C11H22             2   763.817     6.688     0.000     0.000     1.000  !  1-undecene
PXC11H21           2   763.817     6.688     0.000     0.000     1.000  !  
NC10H22            2   704.917     6.675     0.000     0.000     1.000  !  n-decane
PXC10H21           2   704.917     6.675     0.000     0.000     1.000  !
SXC10H21           2   704.917     6.675     0.000     0.000     1.000  !
S2XC10H21          2   704.917     6.675     0.000     0.000     1.000  !
S3XC10H21          2   704.917     6.675     0.000     0.000     1.000  !
S4XC10H21          2   704.917     6.675     0.000     0.000     1.000  !
C10H20             2   698.122     6.578     0.000     0.000     1.000  !  1-decene
PXC10H19           2   698.122     6.578     0.000     0.000     1.000  !  
NC9H20             2   660.032     6.467     0.000     0.000     1.000  !  n-nonane
PXC9H19            2   660.032     6.467     0.000     0.000     1.000  !  
SXC9H19            2   660.032     6.467     0.000     0.000     1.000  !  
S2XC9H19           2   660.032     6.467     0.000     0.000     1.000  !  
S3XC9H19           2   660.032     6.467     0.000     0.000     1.000  !  
S4XC9H19           2   660.032     6.467     0.000     0.000     1.000  !  
C9H18              2   655.390     6.331     0.000     0.000     1.000  !  1-nonene
PXC9H17            2   655.390     6.331     0.000     0.000     1.000  !  
NC8H18             2   613.127     6.250     0.000     0.000     1.000  !  n-octane
PXC8H17            2   613.127     6.250     0.000     0.000     1.000  !  
SXC8H17            2   613.127     6.250     0.000     0.000     1.000  !  
S2XC8H17           2   613.127     6.250     0.000     0.000     1.000  !  
S3XC8H17           2   613.127     6.250     0.000     0.000     1.000  !  
C8H16              2   608.488     6.100     0.000     0.000     1.000  !  1-octene
PXC8H15            2   608.488     6.100     0.000     0.000     1.000  !  
NC7H16             2   564.030     6.004     0.000     0.000     1.000  !  n-heptane
PXC7H15            2   564.030     6.004     0.000     0.000     1.000  !  
SXC7H15            2   564.030     6.004     0.000     0.000     1.000  !  
S2XC7H15           2   564.030     6.004     0.000     0.000     1.000  !  
S3XC7H15           2   564.030     6.004     0.000     0.000     1.000  !  
C7H14              2   557.947     5.876     0.000     0.000     1.000  !  1-heptene
PXC7H13            2   557.947     5.876     0.000     0.000     1.000  !  
NC6H14             2   512.225     5.742     0.000     0.000     1.000  !  n-hexane
PXC6H13            2   512.225     5.742     0.000     0.000     1.000  !  
SXC6H13            2   512.225     5.742     0.000     0.000     1.000  !  
S2XC6H13           2   512.225     5.742     0.000     0.000     1.000  !  
C6H12              2   504.629     5.628     0.000     0.000     1.000  !  1-hexene
PXC6H11            2   504.629     5.628     0.000     0.000     1.000  !  
NC5H12             2   458.182     5.445     0.000     0.000     1.000  !  n-pentane
PXC5H11            2   458.182     5.445     0.000     0.000     1.000  !  
SXC5H11            2   458.182     5.445     0.000     0.000     1.000  !  
S2XC5H11           2   458.182     5.445     0.000     0.000     1.000  !  
C5H10              2   448.508     5.342     0.000     0.000     1.000  !  1-pentene
PXC5H9             2   448.508     5.342     0.000     0.000     1.000  !  
PC12H25O2          2   805.031     7.102     0.000     0.000     1.000
P12OOHX2           2   805.031     7.102     0.000     0.000     1.000
SOO12OOH           2   877.052     7.457     0.000     0.000     1.000
OC12OOH            2   839.348     7.273     0.000     0.000     1.000

C6H11              2   504.629     5.628     0.000     0.000     1.000  !  1-hexene
SXC6H11            2   504.629     5.628     0.000     0.000     1.000  !
S2XC6H11           2   504.629     5.628     0.000     0.000     1.000  !
SAXC6H11           2   504.629     5.628     0.000     0.000     1.000  !
cC6H11             2   464.8       5.29      0.00      0.000     1.000  !  benze
cC6H10             2   464.8       5.29      0.00      0.000     1.000  !  benze
PXCH2cC5H9         2   464.8       5.29      0.00      0.000     1.000  !  benze
CH2cC5H8           2   464.8       5.29      0.00      0.000     1.000  !  benze
C6H10-13           2   504.629     5.628     0.000     0.000     1.000  !
SAX4-2C6H11        2   504.629     5.628     0.000     0.000     1.000  !
PXCH2-4-1C5H9      2   504.629     5.628     0.000     0.000     1.000  !
CH3cC5H83          2   464.8       5.29      0.00      0.000     1.000  !  benze
cC5H9              2   357.000     5.180     0.000     0.000     1.000  !  C5H6
cC5H8              2   357.000     5.180     0.000     0.000     1.000  !  C5H6
SXC5H9             2   357.000     5.180     0.000     0.000     1.000
C5H8-13            2   357.000     5.180     0.000     0.000     1.000
C5H8-12            2   357.000     5.180     0.000     0.000     1.000
C5H8-14            2   357.000     5.180     0.000     0.000     1.000
PXCH2-3-1C4H7      2   357.000     5.180     0.000     0.000     1.000
SAXC5H9            2   357.000     5.180     0.000     0.000     1.000
! 
! Cycloalkanes model species
!
C4H9cC6H11         2   717.126     6.229     0.13     15.00      1.000  !  C6H5C2H3
C10H20-5           2   698.122     6.578     0.000     0.000     1.000  !  1-decene
C4H9-2-1C6H11      2   698.122     6.578     0.000     0.000     1.000  !  
CH3-5-1C9H17       2   698.122     6.578     0.000     0.000     1.000  !  
C3H7-3-1C7H13      2   698.122     6.578     0.000     0.000     1.000  !  
C2H5-4-1C8H15      2   698.122     6.578     0.000     0.000     1.000  !  
PXC4H8cC6H11       2   546.2       6.00      0.13     15.00      1.000  !  C6H5C2H3  
SXC4H8cC6H11       2   546.2       6.00      0.13     15.00      1.000  !  
S2XC4H8cC6H11      2   546.2       6.00      0.13     15.00      1.000  !  
S3XC4H8cC6H11      2   546.2       6.00      0.13     15.00      1.000  !  
C4H9TXcC6H10       2   546.2       6.00      0.13     15.00      1.000  !  
C4H9S2XcC6H10      2   546.2       6.00      0.13     15.00      1.000  !  
C4H9S3XcC6H10      2   546.2       6.00      0.13     15.00      1.000  !  
C4H9S4XcC6H10      2   546.2       6.00      0.13     15.00      1.000  !  
PX10-4C10H19       2   698.122     6.578     0.000     0.000     1.000  !  1-decene
PXC4H8-2-1C6H11    2   698.122     6.578     0.000     0.000     1.000  !  
PX10-5C10H19       2   698.122     6.578     0.000     0.000     1.000  !  
PXC3H6-3-1C7H13    2   698.122     6.578     0.000     0.000     1.000  !  
S4XC10H19          2   698.122     6.578     0.000     0.000     1.000  !  
PXC2H4-4-1C8H15    2   698.122     6.578     0.000     0.000     1.000  !  
PXCH2-5-1C9H17     2   698.122     6.578     0.000     0.000     1.000  !  
SAX6-4C10H19       2   698.122     6.578     0.000     0.000     1.000  !  
SAX4-5C10H19       2   698.122     6.578     0.000     0.000     1.000  !  
SAXC10H19          2   698.122     6.578     0.000     0.000     1.000  !  
SAXC4H8-2-1C6H11   2   698.122     6.578     0.000     0.000     1.000  !  
C3H7-3-TAX1C7H13   2   698.122     6.578     0.000     0.000     1.000  !  
C2H5-4-SAX1C8H14   2   698.122     6.578     0.000     0.000     1.000  !  
CH3-5-SAX1C9H16    2   698.122     6.578     0.000     0.000     1.000  !  
C3H7cC6H11         2   670.219     6.032     0.13     15.00      1.000  !  C6H5C2H3
C9H18-4            2   655.390     6.331     0.000     0.000     1.000  !  1-nonene
C3H7-2-1C6H11      2   655.390     6.331     0.000     0.000     1.000  !
C3H7-3-1C6H11      2   655.390     6.331     0.000     0.000     1.000  !
CH3-4-1C8H15       2   655.390     6.331     0.000     0.000     1.000  !
C2H5-4-1C7H13      2   655.390     6.331     0.000     0.000     1.000  !
PXC3H6cC6H11       2   546.2       6.00      0.13     15.00      1.000  !  C6H5C2H3
SXC3H6cC6H11       2   546.2       6.00      0.13     15.00      1.000  !
S2XC3H6cC6H11      2   546.2       6.00      0.13     15.00      1.000  !
C3H7S2XcC6H10      2   546.2       6.00      0.13     15.00      1.000  !
C3H7S3XcC6H10      2   546.2       6.00      0.13     15.00      1.000  !
C3H7TXcC6H10       2   546.2       6.00      0.13     15.00      1.000  !
C3H7S4XcC6H10      2   546.2       6.00      0.13     15.00      1.000  !
PX9-3C9H17         2   655.390     6.331     0.000     0.000     1.000  !
PX9-4C9H17         2   655.390     6.331     0.000     0.000     1.000  !
C3H7-2-PXC6H10     2   655.390     6.331     0.000     0.000     1.000  !
S3XC9H17           2   655.390     6.331     0.000     0.000     1.000  !
PXC3H6-3-1C6H11    2   655.390     6.331     0.000     0.000     1.000  !
PXC2H4-4-1C7H13    2   655.390     6.331     0.000     0.000     1.000  !
PXCH2-5-1C8H15     2   655.390     6.331     0.000     0.000     1.000  !
SAX5-3C9H17        2   655.390     6.331     0.000     0.000     1.000  !
C3H7-3-TAX1C6H10   2   655.390     6.331     0.000     0.000     1.000  !
C3H7-2-SAXC6H10    2   655.390     6.331     0.000     0.000     1.000  !
SAX6-4C9H17        2   655.390     6.331     0.000     0.000     1.000  !
SAXC9H17           2   655.390     6.331     0.000     0.000     1.000  !
C2H5-4-SAX1C7H12   2   655.390     6.331     0.000     0.000     1.000  !
CH3-5-SAX1C8H14    2   655.390     6.331     0.000     0.000     1.000  !
C3H5cC6H11         2   630.303     5.769     0.13     15.00      1.000  !  C6H5C2H3
C2H5cC6H11         2   546.2       6.00      0.13     15.00      1.000  ! 
C8H16-3            2   608.488     6.100     0.000     0.000     1.000  !  1-octene 
C2H5-2-1C6H11      2   608.488     6.100     0.000     0.000     1.000  !  
CH3-5-1C7H13       2   608.488     6.100     0.000     0.000     1.000  !  
C2H5-4-1C6H11      2   608.488     6.100     0.000     0.000     1.000  !  
C2H5-3-1C6H11      2   608.488     6.100     0.000     0.000     1.000  !  
PXC2H4cC6H11       2   546.2       6.00      0.13     15.00      1.000  !  C6H5C2H3
SXC2H4cC6H11       2   546.2       6.00      0.13     15.00      1.000  !  
C2H5TXcC6H10       2   546.2       6.00      0.13     15.00      1.000  !  
C2H5S2XcC6H10      2   546.2       6.00      0.13     15.00      1.000  !  
C2H5S3XcC6H10      2   546.2       6.00      0.13     15.00      1.000  !  
C2H5S4XcC6H10      2   546.2       6.00      0.13     15.00      1.000  !  
PX8-2C8H15         2   608.488     6.100     0.000     0.000     1.000  !  1-octene
C2H5-2-PXC6H10     2   608.488     6.100     0.000     0.000     1.000  !  
PX8-3C8H15         2   608.488     6.100     0.000     0.000     1.000  !  
C2H5-3-PXC6H10     2   608.488     6.100     0.000     0.000     1.000  !  
S2XC8H15           2   608.488     6.100     0.000     0.000     1.000  !  
PXC2H4-4-1C6H11    2   608.488     6.100     0.000     0.000     1.000  !  
PXCH2-5-1C7H13     2   608.488     6.100     0.000     0.000     1.000  !  
SAX4-2C8H15        2   608.488     6.100     0.000     0.000     1.000  !  
C2H5-2-SAX1C6H10   2   608.488     6.100     0.000     0.000     1.000  !  
SAX5-3C8H15        2   608.488     6.100     0.000     0.000     1.000  !  
C2H5-3-TAX1C6H10   2   608.488     6.100     0.000     0.000     1.000  !  
SAXC8H15           2   608.488     6.100     0.000     0.000     1.000  !  
C2H5-4-SAX1C6H10   2   608.488     6.100     0.000     0.000     1.000  !  
CH3-5-SAX1C7H12    2   608.488     6.100     0.000     0.000     1.000  !  
PX1-4C8H15         2   608.488     6.100     0.000     0.000     1.000  !  
PX1-3C8H15         2   608.488     6.100     0.000     0.000     1.000  !  
S4XC8H15           2   608.488     6.100     0.000     0.000     1.000  !   
PXC2H4-2-1C6H11    2   608.488     6.100     0.000     0.000     1.000  !  
PXCH2-3-1C7H13     2   608.488     6.100     0.000     0.000     1.000  !  
C2H3cC6H11         2   568.428     5.642     0.13     15.00      1.000  !  C6H5C2H3  
C8H14-13           2   608.488     6.100     0.000     0.000     1.000  !  
CH3cC6H11          2   495.3       5.68      0.43      12.30     1.000  !  C6H5CH3
CH2-3-1C7H12       2   557.947     5.876     0.000     0.000     1.000  !  1-heptene  
PXCH2-2-C6H13      2   557.947     5.876     0.000     0.000     1.000  !
CH3-2-SXC6H12      2   557.947     5.876     0.000     0.000     1.000  !
C7H14-2            2   557.947     5.876     0.000     0.000     1.000  !
CH3-2-1C6H11       2   557.947     5.876     0.000     0.000     1.000  !
CH3-5-1C6H11       2   557.947     5.876     0.000     0.000     1.000  !
CH3-4-1C6H11       2   557.947     5.876     0.000     0.000     1.000  !
CH3-3-1C6H11       2   557.947     5.876     0.000     0.000     1.000  !
PXCH2cC6H11        2   495.3       5.68      0.43      12.30     1.000  !  C6H5CH3
CH3TXcC6H10        2   495.3       5.68      0.43      12.30     1.000  !  
CH3S2XcC6H10       2   495.3       5.68      0.43      12.30     1.000  !
CH3S4XcC6H10       2   495.3       5.68      0.43      12.30     1.000  ! 
CH3S3XcC6H10       2   495.3       5.68      0.43      12.30     1.000  !  1-heptene    
CH3-2-PXC6H10      2   557.947     5.876     0.000     0.000     1.000  !
PX7-2C7H13         2   557.947     5.876     0.000     0.000     1.000  !
CH3-3-PXC6H10      2   557.947     5.876     0.000     0.000     1.000  !
SXC7H13            2   557.947     5.876     0.000     0.000     1.000  !
SAXC7H13           2   557.947     5.876     0.000     0.000     1.000  !
CH3-4-PXC6H10      2   557.947     5.876     0.000     0.000     1.000  !
PXCH2-5-1C6H11     2   557.947     5.876     0.000     0.000     1.000  !
CH3-5-SAXC6H10     2   557.947     5.876     0.000     0.000     1.000  !
SAX4-2C7H13        2   557.947     5.876     0.000     0.000     1.000  !
CH3-4-SAXC6H10     2   557.947     5.876     0.000     0.000     1.000  !
CH3-2-SAXC6H10     2   557.947     5.876     0.000     0.000     1.000  !
CH3-3-TAXC6H10     2   557.947     5.876     0.000     0.000     1.000  !
PAXCH2-2-1C6H11    2   557.947     5.876     0.000     0.000     1.000  !
PX1-3C7H13         2   557.947     5.876     0.000     0.000     1.000  !
PXCH2-3-1C6H11     2   557.947     5.876     0.000     0.000     1.000  !
S3XC7H13           2   557.947     5.876     0.000     0.000     1.000  !
PXC2H4-2-1C5H9     2   557.947     5.876     0.000     0.000     1.000  !
C2H5-2-SAX1C5H9    2   557.947     5.876     0.000     0.000     1.000  !
C7H12-13           2   557.947     5.876     0.000     0.000     1.000  !
C7H12-16           2   557.947     5.876     0.000     0.000     1.000  !
CH2-3-1C6H10       2   557.947     5.876     0.000     0.000     1.000  !
CH2cC6H10          2   537.375     5.348     0.43      12.30     1.000  !  C6H5CH3
cC6H12             2   464.8       5.29      0.00      0.000     1.000  !  benze
CH3-2-1C5H9        2   504.629     5.628     0.000     0.000     1.000  !  1-hexene
PXCH2-3-1C5H9      2   504.629     5.628     0.000     0.000     1.000  ! 
PX1-3C6H11         2   504.629     5.628     0.000     0.000     1.000  !
PAXCH2-2-1C5H9     2   504.629     5.628     0.000     0.000     1.000  ! 
PX6-2C6H11         2   504.629     5.628     0.000     0.000     1.000  ! 
PXC2H4-2-1C4H7     2   504.629     5.628     0.000     0.000     1.000  ! 
CH3S3XcC5H8        2   495.3       5.68      0.43      12.30     1.000  !  C6H5CH3 
C6H10-15           2   504.629     5.628     0.000     0.000     1.000  ! 
C6H10-12           2   504.629     5.628     0.000     0.000     1.000  ! 
C2H5-2-C4H513      2   504.629     5.628     0.000     0.000     1.000  ! 
CH2-3-1C5H8        2   504.629     5.628     0.000     0.000     1.000  !
C2H3-2-1C4H7       2   504.629     5.628     0.000     0.000     1.000  !
SAXC6H9-13         2   504.629     5.628     0.000     0.000     1.000  ! 
SAXC6H9-15         2   504.629     5.628     0.000     0.000     1.000  !
SAXcC6H9           2   464.8       5.29      0.00      0.000     1.000  !  benze
CH2-3-SAXC5H7      2   504.629     5.628     0.000     0.000     1.000  !
cC6H8-13           2   464.8       5.29      0.00      0.000     1.000  !  
C6H8-135           2   504.629     5.628     0.000     0.000     1.000  !
SAXcC6H7           2   464.8       5.29      0.00      0.000     1.000  !  
PXCH2-2-C4H9       2   448.508     5.342     0.000     0.000     1.000  !  1-pentene
CH3-2-1C4H7        2   448.508     5.342     0.000     0.000     1.000  !
C2H3cC3H5          2   357.000     5.180     0.000     0.000     1.000  !  C5H6  
PAXCH2-2-1C4H7     2   448.508     5.342     0.000     0.000     1.000  !  
CH3-2-PXC4H6       2   448.508     5.342     0.000     0.000     1.000  !  
PX5-2C5H9          2   448.508     5.342     0.000     0.000     1.000  !  
CH3-2-C4H5-13      2   448.508     5.342     0.000     0.000     1.000  ! 
PAXCH2-2-C4H5      2   448.508     5.342     0.000     0.000     1.000  !   
SAXC4H7            2   357.000     5.176     0.000     0.000     1.000  ! C4H7
										
 1-15: Species name                                                             
 16-80: Molecular parameters                                                    
        molecule index: 0 = atom, 1= linear molec.                              
                        2 = nonlinear molec.                                    
        L-J potential well depth, e/kb (K)                                      
        L-J collision diameter, s,                                            
        Dipole moment, f, Debye                                                 
        Polarizability, `,                                                   
        Rotational relaxation number, Zrot at 298K                              
        Comments                                                               
!
! Delete the block below if you do not use the revised tranfit program (see http://ae-www.usc.edu/research/combustion/CombustionKinetics/Mechanisms/USC-Mech%20II/USC_Mech%20II.htm)
!
END
