C2H2             1   265.300    3.721    0.000    0.000    2.500 ! NMM
C2H3             2   265.300    3.721    0.000    0.000    1.000 ! NMM
C2H4             2   238.400    3.496    0.000    0.000    1.500 ! NMM
C2H5             2   247.500    4.350    0.000    0.000    1.500 ! NMM
C2H5O2           2   470.600    4.410    0.000    0.000    1.500 ! WJP
C2H5O            2   470.600    4.410    0.000    0.000    1.500 ! NMM
C2H6             2   247.500    4.350    0.000    0.000    1.500 ! NMM
C3H2             2   209.000    4.100    0.000    0.000    1.000 ! *
C3H3             1   324.800    4.290    0.000    0.000    1.000 ! NMM
CH3CHCO          2   443.200    4.120    0.000    0.000    1.000 ! NMM
C2H3CO           2   443.200    4.120    0.000    0.000    1.000 ! NMM
C2H5CO           2   424.600    4.820    0.000    0.000    1.000 ! NMM
CH3COCH3         2   435.500    4.860    0.000    0.000    1.000 ! NMM
CH3COCH2         2   435.500    4.860    0.000    0.000    1.000 ! NMM
C3H4-A           1   324.800    4.290    0.000    0.000    1.000 ! ALLENE, NMM
C3H4-P           1   324.800    4.290    0.000    0.000    1.000 ! NMM
C3H6             2   307.800    4.140    0.000    0.000    1.000 ! NMM
C3H5O            2   411.000    4.820    0.000    0.000    1.000 ! NMM
IC3H7            2   303.400    4.810    0.000    0.000    1.000 ! NMM
IC4H7            2   355.000    4.650    0.000    0.000    1.000 ! NMM
IC4H8            2   344.500    5.089    0.500    0.000    1.000 !  WJP:  IC4H8, TCPC, POLING 4TH ED.
SC4H9            2   352.000    5.240    0.000    0.000    1.000 ! NMM
TC4H9            2   352.000    5.240    0.000    0.000    1.000 ! NMM
IC4H9            2   352.000    5.240    0.000    0.000    1.000 ! NMM
TC4H9O           2   496.000    5.200    0.000    0.000    1.000 ! NMM
IC4H7O           2   496.000    5.200    0.000    0.000    1.000 ! NMM
CH2              1   144.000    3.800    0.000    0.000    0.000 
CH2(S)           1   144.000    3.800    0.000    0.000    0.000 
C3H5-A           2   316.000    4.220    0.000    0.000    1.000 
CH2CO            2   314.300    4.191    1.400    0.000    2.000 !  WJP:  KETENE, TCPC, POLING 4TH ED. ROT NO. FROM CHEMKIN TRANPORT DATABASE
C2H3O1-2         2   436.000    3.970    0.000    0.000    2.000 ! WJP SAME AS CH2CO
CH2O             2   498.000    3.590    0.000    0.000    2.000 
OCHO             2   498.000    3.590    0.000    0.000    2.000 ! WJP
CH2OH            2   417.000    3.690    1.700    0.000    2.000 
CH3              1   144.000    3.800    0.000    0.000    0.000 
C3H5-T           2   316.000    4.220    0.000    0.000    1.000 
C3H5-S           2   316.000    4.220    0.000    0.000    1.000 
CH3CHO           2   436.000    3.970    0.000    0.000    2.000 
CH3CO            2   436.000    3.970    0.000    0.000    2.000 
HO2CHO           2   436.000    3.970    0.000    0.000    2.000 ! WJP
O2CHO            2   436.000    3.970    0.000    0.000    2.000 ! WJP
CH3O             2   417.000    3.690    1.700    0.000    2.000 
CH3O2            2   481.800    3.626    0.000    0.000    1.000 ! WJP
CH3O2H           2   481.800    3.626    0.000    0.000    1.000 ! WJP
CH4              2   141.400    3.746    0.000    2.600   13.000 
CO               1    98.100    3.650    0.000    1.950    1.800 
CO2              1   244.000    3.763    0.000    2.650    2.100 
H                0   145.000    2.050    0.000    0.000    0.000 
H2               1    38.000    2.920    0.000    0.790  280.000 
H2O              2   572.400    2.605    1.844    0.000    4.000 
H2O2             2   107.400    3.458    0.000    0.000    3.800 
HCCO             2   150.000    2.500    0.000    0.000    1.000 ! *
HCO              2   498.000    3.590    0.000    0.000    0.000 
HO2              2   107.400    3.458    0.000    0.000    1.000 ! *
N2               1    97.530    3.621    0.000    1.760    4.000 
O                0    80.000    2.750    0.000    0.000    0.000 
O2               1   107.400    3.458    0.000    1.600    3.800 
OH               1    80.000    2.750    0.000    0.000    0.000 
NEOC5H10OOH      2   357.800    5.550    0.000    0.000    1.000 !   WJP, NEO-PENTANE (NEOC5H12)
NEOC5H11         2   357.800    5.550    0.000    0.000    1.000 !  WJP, NEOC5H12
BC5H11           2   523.200    5.664    1.700    0.000    1.000 !   WJP
CC5H10           2   372.100    5.446    0.000    0.000    1.000 !   WJP, TCPC, 3-METHYL-1-BUTENE
BC5H10           2   391.400    5.550    0.000    0.000    1.000 !   WJP
AC5H10           2   386.600    5.532    0.500    0.000    1.000 !   WJP
C5H10-2          2   396.800    5.458    0.000    0.000    1.000 !   WJP
IC4H7OH          2   502.200    5.356    1.800    0.000    1.000 !   WJP
IC4H6OH          2   502.200    5.356    1.800    0.000    1.000 !   WJP
IC3H7CHO         2   436.400    5.352    0.000    0.000    1.000 !   TCPC
TC3H6O2CHO       2   436.400    5.352    0.000    0.000    1.000 !   WJP
C3KET21          2   464.200    5.009    2.600    0.000    1.000 !   WJP
TC3H6CHO         2   436.400    5.352    0.000    0.000    1.000 !   WJP
TC3H6OCHO        2   436.400    5.352    0.000    0.000    1.000 !   WJP
IC3H6CO          2   436.400    5.352    0.000    0.000    1.000 !   WJP
IC3H5CHO         2   436.400    5.352    0.000    0.000    1.000 !   WJP
IC3H5CO          2   436.400    5.352    0.000    0.000    1.000 !   WJP
C3H6OOH2-1       2   435.200    4.662    2.700    0.000    1.000 !   WJP
C3H6OOH2-1O2     2   435.200    4.662    2.700    0.000    1.000 !   WJP
IC3H7O2          2   459.500    5.036    1.700    0.000    1.000 !   WJP
C2H3CHO          2   428.800    4.958    2.900    0.000    1.000 !   WJP:  ACROLEIN, TCPC, POLING 4TH EDITION
CH2CCH2OH        2   481.500    4.997    1.700    0.000    1.000 !   WJP
CH3CHCHO         2   387.860    4.687    0.000    0.000    0.000 !FLAMEMASTER
IC4H7-I1         2   380.022    4.633    0.000    0.000    0.000 !FLAMEMASTER
IC4H7OOH         2   498.949    5.410    0.000    0.000    0.000 !FLAMEMASTER
IC4H8OOH-IO2     2   600.078    6.009    0.000    0.000    0.000 !FLAMEMASTER
IC4H9O2          2   502.252    5.430    0.000    0.000    0.000 !FLAMEMASTER
IC4KETII         2   549.655    5.716    0.000    0.000    0.000 !FLAMEMASTER
TC4H9O2          2   502.252    5.430    0.000    0.000    0.000 !FLAMEMASTER
TC4H9O2H         2   505.540    5.450    0.000    0.000    0.000 !FLAMEMASTER
IC4H8O2H-I       2   502.200    5.356    1.800    0.000    1.000 !   WJP BASED ON NC4H9OH (N-BUTANOL)
AC5H9-C          2   386.600    5.532    0.500    0.000    1.000 !!!        AC5H10
CC5H9-B          2   386.600    5.532    0.500    0.000    1.000 !!!        AC5H10
AC5H9O-C         2   430.100    5.833    0.000    0.000    1.000 !!!        IC6H13
CC5H9O-B         2   397.900    5.767    0.000    0.000    1.000 !!!        NEOC6H12
CC6H12           2   430.100    5.833    0.000    0.000    1.000 !!!        2-METHYL-2-PENTENE
XC7H13-Z         2   439.200    6.151    0.000    0.000    1.000 !   WJP,XC7H13
YC7H13-Y2        2   439.200    6.151    0.000    0.000    1.000 !   WJP,XC7H13
YC7H13O-Y2       2   561.0      6.317    1.7      0.0      1.0   !   1C7H15OH WJP
ACC6H10          2   426.300    5.510    0.000    0.000    1.000 ! NMM, C6H10
ACC6H9-A         2   426.300    5.510    0.000    0.000    1.000 ! NMM, C6H10
ACC6H9-D         2   426.300    5.510    0.000    0.000    1.000 ! NMM, C6H10
