H2 1 38.0 2.92 0.0 0.79 280.0
O 0 80.0 2.75 0.0 0.0 0.0
O2 1 107.4 3.458 0.0 1.6 3.8
OH 1 80.0 2.75 0.0 0.0 0.0
H2O 2 572.4 2.605 1.844 0.0 4.0
N2 1 97.53 3.621 0.0 1.76 4.0
HO2 2 107.4 3.458 0.0 0.0 1.0
H2O2 2 107.4 3.458 0.0 0.0 3.8
CO 1 98.1 3.65 0.0 1.95 1.8
CO2 1 244.0 3.763 0.0 2.65 2.1
CH2O 2 498.0 3.59 0.0 0.0 2.0
HCO 2 498.0 3.59 0.0 0.0 0.0
CH3OH 2 481.8 3.626 0.0 0.0 1.0
CH2OH 2 417.0 3.69 1.7 0.0 2.0
CH3O 2 417.0 3.69 1.7 0.0 2.0
CH3O2 2 481.8 3.626 0.0 0.0 1.0
CH4 2 141.4 3.746 0.0 2.6 13.0
CH3 1 144.0 3.8 0.0 0.0 0.0
CH2 1 144.0 3.8 0.0 0.0 0.0
CH 1 80.0 2.75 0.0 0.0 0.0
C2H6 2 247.5 4.35 0.0 0.0 1.5
C2H5 2 247.5 4.35 0.0 0.0 1.5
C2H4 2 238.4 3.496 0.0 0.0 1.5
C2H3 2 265.3 3.721 0.0 0.0 1.0
C2H2 1 265.3 3.721 0.0 0.0 2.5
CH3CO 2 436.0 3.97 0.0 0.0 2.0
CH2CHO 2 436.0 3.97 0.0 0.0 2.0
CH2CO 2 436.0 3.97 0.0 0.0 2.0
CH3CHO 2 436.0 3.97 0.0 0.0 2.0
HCCO 2 150.0 2.5 0.0 0.0 1.0
TC4H9O 2 496.0 5.2 0.0 0.0 1.0
CH3COCH3 2 435.5 4.86 0.0 0.0 1.0
CH3COCH2 2 435.5 4.86 0.0 0.0 1.0
CH3COCH2O2 2 502.115 5.429 0.0 0.0 0.0
C3KET21 2 464.2 5.009 2.6 0.0 1.0
C2H5OH 2 470.6 4.41 0.0 0.0 1.5
C2H5O 2 470.6 4.41 0.0 0.0 1.5
PC2H4OH 2 470.6 4.41 0.0 0.0 1.5
SC2H4OH 2 470.6 4.41 0.0 0.0 1.5
C2H3OH 2 470.6 4.41 0.0 0.0 1.5
C3H3 1 324.8 4.29 0.0 0.0 1.0
C3H4 1 324.8 4.29 0.0 0.0 1.0
IC8H18 2 458.5 6.414 0.0 0.0 1.0
C3H5 2 316.0 4.22 0.0 0.0 1.0
C3H6 2 307.8 4.14 0.0 0.0 1.0
NC3H7 2 303.4 4.81 0.0 0.0 1.0
IC3H7 2 303.4 4.81 0.0 0.0 1.0
IC4H7 2 355.0 4.65 0.0 0.0 1.0
C4H8 2 355.0 4.65 0.0 0.0 1.0
IC4H8 2 355.0 4.65 0.0 0.0 1.0
PC4H9 2 352.0 5.24 0.0 0.0 1.0
IC4H9 2 352.0 5.24 0.0 0.0 1.0
TC4H9 2 352.0 5.24 0.0 0.0 1.0
C5H10 2 386.2 5.489 0.4 0.0 1.0
IC3H5CHO 2 436.4 5.352 0.0 0.0 1.0
NC3H7CHO 2 464.2 5.009 2.6 0.0 1.0
NC3H7CO 2 464.2 5.009 2.6 0.0 1.0
IC3H7CHO 2 436.4 5.352 0.0 0.0 1.0
TC3H6CHO 2 436.4 5.352 0.0 0.0 1.0
TC3H6O2CHO 2 436.4 5.352 0.0 0.0 1.0
TC3H6O2HCO 2 436.4 5.352 0.0 0.0 1.0
IC3H5CO 2 436.4 5.352 0.0 0.0 1.0
IC3H7CO 2 436.4 5.352 0.0 0.0 1.0
CH2CCH2OH 2 481.5 4.997 1.7 0.0 1.0
IC4H7O 2 496.0 5.2 0.0 0.0 1.0
IC4H6OH 2 502.2 5.356 1.8 0.0 1.0
C7H15-2 2 459.6 6.253 0.0 0.0 1.0
C7H15O2-2 2 561.0 6.317 1.7 0.0 1.0
C7H14OOH2-4 2 561.0 6.317 1.7 0.0 1.0
C7H14OOH2-4O2 2 600.6 7.229 1.8 0.0 1.0
NC7KET24 2 581.3 6.506 2.0 0.0 1.0
AC8H17 2 458.5 6.414 0.0 0.0 1.0
AC8H17O2 2 581.3 6.506 2.0 0.0 1.0
AC8H16OOH-B 2 581.3 6.506 2.0 0.0 1.0
IC8ETERAB 2 581.3 6.506 2.0 0.0 1.0
AC8H16OOH-BO2 2 581.3 6.506 2.0 0.0 1.0
IC8KETAB 2 581.3 6.506 2.0 0.0 1.0
IC4H9OH 2 641.92 2.4 1.67 8.88 1.0
IC4H8OH-1 2 641.92 2.4 1.67 8.88 1.0
CH3CHCO 2 443.2 4.12 0.0 0.0 1.0
IC4H8OH-1O2 2 641.92 2.4 1.67 8.88 1.0
IC4H7OH-1OOH-3 2 641.92 2.4 1.67 8.88 1.0
IC4H7OH-1OOH-3O2 2 641.92 2.4 1.67 8.88 1.0
IC4OHKET1-3 2 641.92 2.4 1.67 8.88 1.0
IC4H8OH-3 2 641.92 2.4 1.67 8.88 1.0
IC4H8OH-3O2 2 641.92 2.4 1.67 8.88 1.0
IC4H7OH-3OOH-1 2 641.92 2.4 1.67 8.88 1.0
IC4KETII 2 436.4 5.352 0.0 0.0 1.0
C2H5CO 2 424.6 4.82 0.0 0.0 1.0
NC4H9OH 2 503.07 5.34 1.67 8.88 1.0
NC4H8OH 2 476.0 5.778 2.6 0.0 1.0
NC4H8OHO2 2 503.07 5.34 1.67 8.88 1.0
NC4H7OHOOH 2 503.07 5.34 1.67 8.88 1.0
NC4H7OHOOHO2 2 503.07 5.34 1.67 8.88 1.0
NC4OHKET 2 503.07 5.34 1.67 8.88 1.0
NC4KET 2 476.0 5.778 2.6 0.0 1.0
HOCHO 2 436.0 3.97 0.0 0.0 2.0
N 0 71.4 3.298 0.0 0.0 0.0
N2O 1 232.4 3.828 0.0 0.0 1.0
NO 1 97.53 3.621 0.0 1.76 4.0
NO2 2 200.0 3.5 0.0 0.0 1.0
C4H8OH-1 2 503.07 5.34 1.67 8.88 1.0
C4H8OH-3 2 503.07 5.34 1.67 8.88 1.0
C4H8OH-3O2 2 503.07 5.34 1.67 8.88 1.0
C4H7OH-1OOH-3 2 503.07 5.34 1.67 8.88 1.0
C4H7OH-3OOH-1 2 503.07 5.34 1.67 8.88 1.0
C4H7OH-1OOH-3O2 2 503.07 5.34 1.67 8.88 1.0
C4OHKET1-3 2 503.07 5.34 1.67 8.88 1.0
C4H8OH-1O2 2 503.07 5.34 1.67 8.88 1.0
NC4KET13 2 476.0 5.778 2.6 0.0 1.0
CH2OCHO 2 395.0 4.037 1.3 0.0 1.0
SC4H9OH 2 641.92 2.4 1.67 8.88 1.0
SC4H8OH-1 2 641.92 2.4 1.67 8.88 1.0
SC4H8OH-2 2 641.92 2.4 1.67 8.88 1.0
SC4H8OH-3 2 641.92 2.4 1.67 8.88 1.0
SC4H8OH-2O2 2 641.92 2.4 1.67 8.88 1.0
SC4H8OH-3O2 2 641.92 2.4 1.67 8.88 1.0
SC4H7OH-2OOH-1 2 641.92 2.4 1.67 8.88 1.0
SC4H7OH-3OOH-1 2 641.92 2.4 1.67 8.88 1.0
NC4KET23 2 476.0 5.778 2.6 0.0 1.0
NC4KET24 2 476.0 5.778 2.6 0.0 1.0
CH3CHCHOH 2 496.0 5.2 0.0 0.0 1.0
C2H5COCH3 2 454.0 5.413 3.3 0.0 1.0
CH2CH2COCH3 2 454.0 5.413 3.3 0.0 1.0
IC3H5OH 2 459.5 5.036 1.7 0.0 1.0
TC4H9OH 2 620.84 2.37 1.67 8.88 1.0
TC4H8OH 2 620.84 2.37 1.67 8.88 1.0
TC4H8OH-O2 2 620.84 2.37 1.67 8.88 1.0
TC4H7OH-OOH 2 620.84 2.37 1.67 8.88 1.0
TC4H7OH-OOH-O2 2 620.84 2.37 1.67 8.88 1.0
TC3H6OH 2 459.5 5.036 1.7 0.0 1.0
C3KET12 2 464.2 5.009 2.6 0.0 1.0
IC4H9O 2 496.0 5.2 0.0 0.0 1.0
C3H6OH-2 2 487.9 4.82 0.0 0.0 1.0
AR       0 136.5 3.33 0.0 0.0 0.0
C7H8 2 495.3 5.68 0.43 12.3 1.0
C6H5CH2 2 495.3 5.68 0.43 12.3 1.0
OC6H4CH3 2 621.1 5.64 0.0 0.0 1.0
HOC6H4CH3 2 621.1 5.64 0.0 0.0 1.0
OC6H4O 2 464.8 5.29 0.0 10.32 1.0
HOC6H4CH2 2 546.2 6.0 0.13 15.0 1.0
HOC6H4CH2OO 2 546.2 6.0 0.13 15.0 1.0
RODC6JDO 2 546.2 6.0 0.13 15.0 1.0
OXCCXCCJXO 2 426.3 5.51 0.0 0.0 1.0
CY13PD 2 546.2 6.0 0.13 15.0 1.0
C6H5OH 2 450.0 5.5 0.0 0.0 1.0
STYR 2 546.2 6.0 0.13 15.0 1.0
CYPDONE 2 484.0 5.1 0.0 0.0 0.0
HCOCJXO 2 386.2 5.489 0.4 0.0 1.0
CPDJONE 2 484.0 5.1 0.0 0.0 0.0
CXCCXCXO 2 561.0 6.317 1.7 0.0 1.0
CJXCCXCXO 2 561.0 6.317 1.7 0.0 1.0
OXCCXCCXO 2 561.0 6.317 1.7 0.0 1.0
OXCCXCCJCXO 2 561.0 6.317 1.7 0.0 1.0
C6H5CH2OO 2 546.2 6.0 0.13 15.0 1.0
C6H5CH2OOH 2 546.2 6.0 0.13 15.0 1.0
C6H5CH2O 2 546.2 6.0 0.13 15.0 1.0
C6H5CH2OH 2 622.4 5.53 0.0 0.0 1.0
C6H5CHO 2 622.4 5.53 0.0 0.0 1.0
HOC6H4CHO 2 546.2 6.0 0.13 15.0 1.0
C6H4OH 2 495.3 5.68 0.43 12.3 1.0
C6H5O2 2 495.3 5.68 0.43 12.3 1.0
CY13PD5J 2 464.8 5.29 0.0 10.32 1.0
CXCCXCCJ 2 386.2 5.489 0.4 0.0 1.0
CH3CY24PD 2 484.0 5.1 0.0 0.0 0.0
CYC5H7U1 2 484.0 5.1 0.0 0.0 0.0
CJXCCXO 2 386.2 5.489 0.4 0.0 1.0
HCOHCO 2 386.2 5.489 0.4 0.0 1.0
OXCCXCCXCJ 2 561.0 6.317 1.7 0.0 1.0
CXOCCCJCXO 2 561.0 6.317 1.7 0.0 1.0
CXOCCCJXO 2 561.0 6.317 1.7 0.0 1.0
C14H14 2 676.5 6.31 0.0 20.0 1.0
C14H13 2 676.5 6.31 0.0 20.0 1.0
STYLBEN 2 676.5 6.31 0.0 20.0 1.0
C6H4CH3 2 495.3 5.68 0.0 0.0 1.0
C6H5CO 2 495.3 5.68 0.43 12.3 1.0
YOC6JDO 2 495.3 5.68 0.43 12.3 1.0
C6H5C2H5 2 523.6 5.96 0.0 0.0 1.0
C12H10 2 676.5 6.31 0.0 20.0 1.0
PHCCHPH 2 676.5 6.31 0.0 20.0 1.0
O2C6H4CH3 2 546.2 6.0 0.13 15.0 1.0
RODC6J(C)DO 2 546.2 6.0 0.13 15.0 1.0
OCCXCCXCJC 2 437.3 6.168 0.0 0.0 1.0
C6H4 2 412.3 5.349 0.0 0.0 1.0
CJCXCC#C 2 676.5 6.31 0.0 20.0 1.0
OC6H4CH2 2 676.5 6.31 0.0 20.0 1.0
PHENA 2 772.0 6.96 0.0 38.8 1.0
C2H3CO 2 443.2 4.12 0.0 0.0 1.0
C6H4O2             2   450.000     5.500     0.000     0.000     1.000
C2H                1   209.000     4.100     0.000     0.000     2.500
C3H2               2   209.000     4.100     0.000     0.000     1.000
C4H2               1   357.000     5.180     0.000     0.000     1.000
C4H3               2   357.000     5.180     0.000     0.000     1.000 
C4H4               2   357.000     5.180     0.000     0.000     1.000   
IC4H5              2   357.000     5.180     0.000     0.000     1.000
C5H5               1   357.000     5.180     0.000     0.000     1.000
C6H5O              2   450.000     5.500     0.000     0.000     1.000
A1-                2   412.300     5.349     0.000     0.000     1.000
A2-                2   630.4       6.18      0.00     16.50      1.000
A1C2H-             2   535.6       5.72      0.77     12.00      1.000
A1C2H              2   535.6       5.72      0.77     12.00      1.000
A1C2H3             2   546.2       6.00      0.13     15.00      1.000
A2R5               2   693.1       6.47      0.00     18.00      1.000
A3-                2   837.500     7.275     0.000     0.000     0.000
A1                 2   464.8       5.29      0.00     10.32      1.000
A2                 2   630.4       6.18      0.00     16.50      1.000
A3                 2   772.0       6.96      0.00     38.80      1.000
A4                 2   834.9       7.24      0.00     45.00      1.000
END
